PROPNUM,IP30,IP180,MUWI,SUB_AREA,FIELD,PAD_NAME,INITIAL_RSV_PRESSURE_PSI,SPACING_DIST_FT,FRAC_DESIGN_SIMPLIFIED,PERF_PERF,CLUSTER_SPACING_FT,FRACED_STAGES,AVG_RATE_BPM,AVG_PRESS_PSI,FRAC_VENDOR,TOTAL_PROPPANT_LB,MESH_100_LBS,LBS_40_70,LBS_30_50,TOTAL_FLUID_BBL,TOTAL_ACID_BBL,WELL_NUMBER
Q18ALL1DQ8,11904,56016,9264231100000000TYR0010H1,,Tilden Central,"DL Ranch 1H,2H,3H,4H",6885,425,Slickwater,5402,72,19,73.9,8837,C&J Frac,6875240,590200,3657240,2627800,248000,1068,2
Q18ALL6DQ8,13807,45132,9264231100000000TYR0012H1,,Tilden Central,"DL Ranch 1H,2H,3H,4H",6653,625,Slickwater,5039,73,14,75.2,8371,C&J Frac,5807300,544360,3359000,1903940,217569,881,3
Q18ALL9DQ8,4303,29852,9264231100000000TYR0044H1,Double K,Tilden Central,"Double K 13H,14H,15H,16H",6259,700,Short Slickwater,7414,68,22,72.5,8805.14,Frac Tech I,9654310,826970,5995720,2831620,266948,1540.05,15
Q18ALLADQ8,10582,48310,9264231100000000TYR0079H1,Double K,Tilden Central,Double K Unit A 4H & B 1H,6655,650,Short Slickwater,4454,65,14,85.71,8499.93,Calfrac,6276150,527320,3356650,2392180,154367,692.33,4
Q18ALLBDQ8,11696,46378,9264231100000000TYR0013H1,,Tilden Central,"DL Ranch 1H,2H,3H,4H",6647,650,Slickwater,5252,70,19,72.9,8628,C&J Frac,6560640,596200,3617220,2347220,255164,1018,4
Q18ALLFDQ8,9142,35473,9264231100000000TYR0080H2,Double K,Tilden Central,Double K Unit A 4H & B 1H,6635,300,Short Slickwater,4664,63,15,86.2,8609,Calfrac,6370660,767480,3397000,2206180,165780,743.69,1
Q18ALLGDQ8,18248,68072,9264231100000000TYR0020H1,,Tilden Central,"DL Ranch 5H,6H,11H,12H",6937,600,Slickwater,6239,63,20,93.1,6617,Frac Tech I,8831580,766980,5399160,2665440,187874,1034,5
Q18ALLJEQ8,13363,47774,9264231100000000TYR0037H1,Double K,Tilden Central,"Double K 1H,2H,3H,4H",6644,700,Slickwater,4561,66,14,71.62,8492.86,Frac Tech II,6115620,532400,3801000,1782220,209848,908.57,1
Q18ALLKEQ8,21255,113562,9264231100000000TYR0053H1,Double K,Tilden Central,"Double K 9H, 10H, 11H & 12H",6287,400,Super Short Slickwater,4761,70,14,74.07,8048.64,Frac Tech I,7493900,530160,3562400,3401340,153288,0,10
Q18ALLLEQ8,18850,75496,9264231100000000TYR0021H1,,Tilden Central,"DL Ranch 5H,6H,11H,12H",6621,700,Slickwater,6869,63,22,93.1,6617,Frac Tech I,9605700,953900,5971610,2680190,187874,1034,6
Q18ALLOEQ8,13044,53565,9264231100000000TYR0038H1,Double K,Tilden Central,"Double K 1H,2H,3H,4H",6617,400,Slickwater,4554,66,14,76.57,7969.57,Frac Tech II,6155280,531480,3787500,1836300,322507,880.14,2
Q18ALLPEQ8,13459,51303,9264231100000000TYR0056H1,Double K,Tilden Central,"Double K 9H, 10H, 11H & 12H",6633,975,Super Short Slickwater,4334,70,12,71.83,7795,Frac Tech I,6336200,462060,2989730,2884410,134572,701.1,11
Q18ALLQEQ8,12923,50447,9264231100000000TYR0045H1,,Tilden Central,"D.L. Ranch 7H, 8H & 13H",7076,825,Hybrid,5108,69,15,74.19,8284.63,Calfrac,6904780,606160,3993980,2304640,173319,0,7
Q18ALLUEQ8,13912,64151,9264231100000000TYR0181H1,Double K,Tilden Central,"Double K 9H, 10H, 11H & 12H",6286,700,Super Short Slickwater,4848,71,14,72.93,8003.14,Frac Tech I,7300480,543680,3464600,3292200,157026,772.48,12
Q18ALLVEQ8,11856,40073,9264231100000000TYR0046H1,,Tilden Central,"D.L. Ranch 7H, 8H & 13H",6846,550,Hybrid,3674,68,11,78.82,8855.09,Calfrac,5099940,762380,2756660,1580900,115816,0,8
Q18ALM0D40,10418,51432,9264231100000000JMB0009H1,,Tilden Central,Single Well,6910,900,Slickwater,4601,73,16,86.3,9031,Frac Tech II,5595580,500340,2998080,2097160,202768,847,10
Q18ALM1DQ8,13370,47921,9264231100000000TYR0039H1,Double K,Tilden Central,"Double K 1H,2H,3H,4H",6616,400,Slickwater,4631,67,14,75.96,8409.29,Frac Tech II,6171730,531960,3782890,1856880,192662,888.69,3
Q18ALM1E40,13368,58223,9264231100000000JMB0012H1,,Tilden Central,"Jambers 19H,20H",6763,650,Short Slickwater,4832,70,14,73,8112,Frac Tech I,5591560,498300,3519700,1573560,148818,846,20
Q18ALM4D40,2723,7419,9264231100000000JMB0002H1,,Tilden Central,Single Well,6629,825,Short Slickwater,4407,70,16,78.2,9444,FracTech - 1/month,5505940,480000,2976000,0,149447,815,2
Q18ALM5D40,11478,62226,9264231100000000JMB0014H1,,Tilden Central,"Jambers 11H,12H,13H,14H",6629,925,Slickwater,3955,67,12,75.1,9034,Frac Tech II,5224800,463200,3179280,1582320,143241,721,11
Q18ALM6DQ8,13750,52226,9264231100000000TYR0040H1,Double K,Tilden Central,"Double K 1H,2H,3H,4H",6567,725,Slickwater,5034,68,15,69.03,8087.44,Frac Tech II,6613521,570520,4058471,1984530,205855,885.5,4
Q18ALM9D40,13751,53865,9264231100000000JMB0021H1,,Tilden Central,"Jambers 39,40,41,42H",7001,675,Short Slickwater,6394,68,19,76.2,8910,Halliburton,8079540,721780,4666200,2691560,233660,1132.21,39
Q18ALMAD40,12463,59166,9264231100000000JMB0013H1,,Tilden Central,"Jambers 11H,12H,13H,14H",6651,925,Slickwater,3955,67,12,78.3,8998,Frac Tech II,5237460,457160,3170320,1609980,188286,730,12
Q18ALMBD40,12675,41862,9264231100000000TYR0054H1,Double K,Tilden Central,"Double K 9H, 10H, 11H & 12H",6313,700,Super Short Slickwater,3598,62,12,74.67,7973.83,Frac Tech I,6335740,431020,2951660,2953060,130482,0,9
Q18ALMFD40,11584,69467,9264231100000000JMB0015H1,,Tilden Central,"Jambers 11H,12H,13H,14H",6781,900,Short Slickwater,4132,70,12,76.6,8627,Frac Tech II,5202710,457420,3208250,1537040,146846,776,13
Q18ALMJE40,9273,43099,9264231100000000JMB0018H1,,Tilden Central,"Jambers 39,40,41,42H",7008,375,Short Slickwater,5374,67,18,75.7,8879,Halliburton,7741960,685160,4435680,2621120,229803,1074.12,40
Q18ALMKE40,12651,68179,9264231100000000JMB0016H1,,Tilden Central,"Jambers 11H,12H,13H,14H",6759,575,Slickwater,4132,70,12,75.1,8908,Frac Tech II,5078540,459300,3105840,1513400,193765,724,14
Q18ALMLE40,15768,70784,9264231100000000TYR0064H1,,Tilden Central,"Gubbels 1H, 2H, A 1H, A 2H",6318,350,Hybrid,4763,69,14,75.75,8085.36,Frac Tech I,6211450,0,0,0,165171,910.71,2
Q18ALMOE40,7983,33386,9264231100000000JMB0020H1,,Tilden Central,"Jambers 39,40,41,42H",6988,375,Short Slickwater,5962,67,18,75.64,8648.17,Halliburton,7573141.18,678980,4383780,2510381.18,209036,0,41
Q18ALMPE40,13698,66492,9264231100000000JMB0011H1,,Tilden Central,"Jambers 19H,20H",6777,925,Short Slickwater,4832,70,14,72.4,8175,Frac Tech I,6019020,541880,3791320,1685820,165063,859,19
Q18ALMUE40,9322,41539,9264231100000000JMB0001H1,,Tilden Central,Single Well,6659,750,Slickwater,4304,67,16,72.78,9379.19,FracTech - 1/month,5478400,480000,2976000,0,182014,973,1
Q18ALN0E40,16131,56249,9264231100000000JMB0025H1,,Tilden Central,"Jambers 57H,58H,59H",6609,425,Slickwater,4290,67,13,77.9,8737.92,Frac Tech I,2704100,241600,1636540,825960,165619,720.5,59
Q18ALN1E40,9784,47610,9264231100000000JMB0019H1,,Tilden Central,"Jambers 39,40,41,42H",6962,675,Short Slickwater,4349,63,14,76.2,8856,Halliburton,5778960,532380,3370460,1876120,155089,833,42
Q18ALN1F40,8631,34712,9264231100000000JMB0008H1,,Tilden Central,Single Well,6734,900,Slickwater,4625,69,17,73.4,8749,Frac Tech II,5565790,487902,2892902,2185760,206902,909,8
Q18ALN4E40,7243,45097,9264231100000000JMB0010H1,,Tilden Central,Single Well,6741,625,Slickwater,4538,72,16,87.6,8878,Frac Tech II,5700880,492340,2999640,2208900,210308,821,9
Q18ALN5E40,12556,40489,9264231100000000JMB0005H1,,Tilden Central,Single Well,6639,900,Short Slickwater,3943,70,14,74.7,8787,C&J Frac,4938040,447460,2680160,1810420,133809,756,5
Q18ALN6E40,16267,67137,9264231100000000JMB0032H1,,Tilden Central,"Jambers 43, 44 & 45H",6760,350,Super Short Slickwater,5374,68,16,70.36,9035.94,Frac Tech II,8476810,611370,4308920,3556520,185784,1080.21,43
Q18ALNAE40,7606,21937,9264231100000000JMB0023H1,,Tilden Central,"Jambers 60,61,62H",6763,600,Slickwater,4763,69,14,76.63,8858.93,Halliburton,5863380,514780,3318260,2030340,218507,1067.57,60
Q18ALNBE40,12686,44779,9264231100000000JMB0033H1,,Tilden Central,"Jambers 43, 44 & 45H",6779,350,Super Short Slickwater,5108,69,15,77.37,8599.66,Frac Tech II,7950760,761640,4047380,3141740,164431,853.4,44
Q18ALNFE40,5844,23637,9264231100000000JMB0024H1,,Tilden Central,"Jambers 60,61,62H",6759,375,Slickwater,4684,68,14,74.86,9080.5,Halliburton,5083500,436240,2948120,1699140,215753,757.14,61
Q18ALNGE40,12520,43223,9264231100000000JMB0031H1,,Tilden Central,"Jambers 43, 44 & 45H",6774,400,Super Short Slickwater,4344,68,13,75.95,8919.77,Frac Tech II,6926920,498800,3513000,2915120,139511,792.71,45
Q18ALNKF40,11061,65260,9264231100000000JMB0022H1,,Tilden Central,"Jambers 60,61,62H",6750,675,Slickwater,4556,66,14,74.36,9287.86,Halliburton,5853280,515260,3319720,2018300,211792,922,62
Q18ALNOF40,20584,76741,9264231100000000TYR0076H1,,Tilden Central,"Teal Unit B 4H, B 5H, C 1H & C 2H",6534,375,Slickwater,4338,70,13,78.99,8536.85,Frac Tech I,6702364,591000,4061680,2049684,204869,837.95,5
Q18ALNPF40,8742,44708,9264231100000000JMB0006H1,,Tilden Central,Single Well,6573,900,Slickwater,4073,69,15,77.3,8869,C&J Frac,5542720,474740,2891660,2176320,191365,734,6
Q18ALNQF40,16508,57286,9264231100000000JMB0027H1,,Tilden Central,"Jambers 57H,58H,59H",6612,675,Slickwater,4462,70,13,76.78,8999.77,Frac Tech I,2226700,190100,1362660,673940,179554,804.64,57
Q18ALNUF40,8644,41726,9264231100000000JMB0007H1,,Tilden Central,Single Well,6735,900,Short Slickwater,4620,69,17,74.1,8490,Frac Tech II,5567920,485480,2899440,2180000,161638,819,7
Q18ALNVF40,16291,48493,9264231100000000JMB0026H1,,Tilden Central,"Jambers 57H,58H,59H",6612,350,Slickwater,4226,66,13,76.32,8795.23,Frac Tech I,2668920,227920,1631900,809100,179420,769.83,58
Q18ALO0E40,11933,63112,9264231100000000TYR0005H1,,Tilden Central,Single Well,6698,1000,Slickwater,4960,74,17,80.7,8539,Frac Tech II,5907810,533600,3372920,2001290,222555,774,5
Q18ALO1E40,12977,44647,9264231100000000TYR0071H1,,Tilden Central,Teal Unit C 1H & C 2H,6524,350,Super Short Slickwater,4703,69,14,82.69,8521.64,Frac Tech I,7575534,538300,3539570,3497664,148711,820.17,1
Q18ALO1F40,15203,58184,9264231100000000TYR0033H1,,Tilden Central,"Tyler 10H, 11H,14H,15H",6526,600,Slickwater,5034,68,15,79.1,8268,Frac Tech I,6497220,571220,4011180,1914820,200177,856,15
Q18ALO4E40,17673,71342,9264231100000000TYR0029H1,,Tilden Central,"Tyler 16H,17H,Unit C2H,Unit F2H ",6342,750,Slickwater,4589,67,15,76.4,8503,Frac Tech II,6679500,569640,4035288,2004940,215056,835,16
Q18ALO5E40,10623,46174,9264231100000000TYR0008H1,,Tilden Central,Single Well,6650,775,Short Slickwater,5043,71,18,78.8,8323,C&J Frac,6326420,569060,3459060,2238300,181235,925,1
Q18ALO6E40,16315,66058,9264231100000000TYR0072H1,,Tilden Central,Teal Unit C 1H & C 2H,6496,350,Super Short Slickwater,5034,68,15,82.7,8368.27,Frac Tech I,8152390,564380,3781980,3806030,156675,874.05,2
Q18ALO9E40,11275,54167,9264231100000000TYR0028H1,,Tilden Central,"Tyler 16H,17H,Unit C2H,Unit F2H ",6366,625,Slickwater,4808,65,15,77.5,8378,Frac Tech II,6211030,571520,4065200,2042780,216144,892,17
Q18ALOAE40,11047,52047,9264231100000000TYR0009H1,,Tilden Central,Single Well,6647,575,Slickwater,4896,73,17,80.8,8136,C&J Frac,6097100,538660,3287800,2270640,217175,838,1
Q18ALOBE40,15873,91746,9264231100000000TYR0073H1,,Tilden Central,"Teal Unit C 3H, C 4H & D 1H",6503,375,Hybrid,6455,66,20,75.24,9006.1,Frac Tech II,8890040,763580,5420140,2706320,200277,1178.62,3
Q18ALOFE40,14778,63399,9264231100000000TYR0027H1,,Tilden Central,"Tyler 16H,17H,C2H,F2H ",6647,650,Slickwater,4886,66,15,77.9,8426,Frac Tech II,6211030,532400,3782570,1896060,201832,837,2
Q18ALOGE40,24081,90162,9264231100000000TYR0074H1,,Tilden Central,"Teal Unit C 3H, C 4H & D 1H",6496,400,Hybrid,6651,68,20,75.14,9183.25,Frac Tech II,8589743.02,729000,5413368,2447375.02,216899,1120.62,4
Q18ALOJF40,11851,59526,9264231100000000TYR0002H1,,Tilden Central,Single Well,6517,775,Slickwater,4409,70,16,83.4,8447,FracTech - spot,5515260,480000,3200000,0,220816,901,2
Q18ALOKF40,16770,61842,9264231100000000TYR0031H1,,Tilden Central,"Tyler 10H,11H,14H,15H",6734,825,Slickwater,5532,70,16,75,8695,Frac Tech I,7110140,607440,4317700,2185000,221478,1029,10
Q18ALOOF40,11328,66085,9264231100000000TYR0003H1,,Tilden Central,Single Well,6503,1000,Slickwater,4625,67,14,85.5,8447,FracTech - spot,5868733,518000,3472000,0,250027,918,3
Q18ALOPF40,15052,58300,9264231100000000TYR0026H1,,Tilden Central,"Tyler 10H,11H,14H,15H",6714,600,Slickwater,5453,69,16,76.8,8689,Frac Tech I,7130150,617140,4338090,2174920,213772,1360,11
Q18ALOQF40,14669,63715,9264231100000000TYR0018H1,,Tilden Central,Tyler D1H & E1H,6670,775,Slickwater,4805,69,15,78.9,8263,Frac Tech II,6622880,558100,4054860,2009920,215681,828,1
Q18ALOUF40,16856,60251,9264231100000000TYR0032H1,,Tilden Central,"Tyler 10H,11H,14H,15H",6526,825,Slickwater,4418,69,13,78,8867,Frac Tech I,5646160,496440,3504840,1644880,175397,839,14
Q18ALOVF40,19516,77954,9264231100000000TYR0030H1,,Tilden Central,"Tyler 16H,17H,C2H,F2H ",6606,850,Slickwater,4812,65,15,77.9,8595,Frac Tech II,6639150,577280,4048670,2013200,220448,959,2
Q18ALP1E40,11224,57266,9264231100000000TYR0004H1,,Tilden Central,Single Well,6720,775,Slickwater,4692,70,17,82.9,8663,Frac Tech II,5835120,518680,3367140,1949300,214142,774,4
Q18ALP6E40,11412,41173,9264231100000000TYR0006H1,,Tilden Central,Single Well,6423,925,Slickwater,4560,68,17,80.8,8803,Frac Tech II,5895948,509040,3202130,0,222596,934,6
Q18ALPBE40,8703,48935,9264231100000000TYR0007H1,,Tilden Central,Single Well,6365,800,Hybrid,4629,69,17,84.2,8138,Frac Tech II,6135260,535240,3189760,0,133872,847,7
Q18ALPGE40,12076,71568,9264231100000000TYR0014H1,,Tilden Central,"Tyler 8H,9H",6441,925,Slickwater,4580,72,13,79.5,8409,Halliburton,5510680,487720,3166700,1856260,198586,834,8
Q18ALPQFY8,12866,75176,9264231100000000TYR0019H1,,Tilden Central,Tyler D1H & E1H,6673,775,Short Slickwater,5015,72,15,78.8,8423,Frac Tech II,6611660,563600,4060120,1987940,223868,854,1
Q18ALQQFY8,6346,27132,9264231100000000TYR0184H1,,Tilden Central,"Gubbels 5H, 6H, A 5H & B 1H",6297,350,Slickwater,4625,67,14,76.89,8357.86,Frac Tech I,6174820,540540,3529600,2104680,189830,754.95,5
Q18ALR6E5W,6498,17051,9264231100000000TYR0150H1,,Tilden Central,"Gubbels 5H, 6H, A 5H & B 1H",6250,425,Slickwater,4623,67,14,77.19,8264.36,Frac Tech I,6204620,532180,3528360,2144080,182381,750.33,6
Q18AM35CDC,16592,59229,9264231100000000BAR0007H1,Baring,Tilden West,Baring 1H & 2H,6407,775,Short Slickwater,5769,73,20,77.9,8725,Frac Tech II,6958360,623880,3615760,2718720,187093,1291,1
Q18AM3ACDC,14072,55207,9264231100000000BAR0005H1,Baring,Tilden West,Baring 1H & 2H,6407,462,Short Slickwater,6508,65,18,77.9,8725,Frac Tech II,8538110,762740,5198460,2576910,221933,1073,2
Q18AM3FCDC,12775,58899,9264231100000000BAR0006H1,Baring,Tilden West,"Baring 3H,4H",6432,525,Short Slickwater,6410,72,18,78.8,8940,Halliburton,7300930,628030,4160580,2512320,213346,1110,3
Q18AM3KDDC,19089,74500,9264231100000000BAR0008H1,Baring,Tilden West,"Baring 3H,4H",6426,525,Slickwater,6321,71,18,79,8804.28,Halliburton,7727890,668550,4366629,2692711,228724,1105,4
Q18AM3PDDC,17839,65734,9264231100000000BAR0024H1,Baring,Tilden West,Baring 5H & 6H,6470,725,Short Slickwater,6833,69,20,81.05,9043.6,Frac Tech I,8840080,845240,5407480,2587360,213874,1207.47619,5
Q18AM41CDC,12185,51879,9264231100000000BAR0001H1,Baring,Tilden West,Single Well,6516,600,Slickwater,4475,71,16,84,9935,C&J Frac,5831230,494200,3102810,2234220,211602,788,1
Q18AM42CDC,16205,59677,9264231100000000BAR0025H1,Baring,Tilden West,Baring 5H & 6H,6461,525,Short Slickwater,6679,71,19,74.63157895,9155.210526,Frac Tech I,8428490,731640,5000020,2696830,204450,1101.833333,6
Q18AM46CDC,9706,28751,9264231100000000BAR0004H1,Baring,Tilden West,Single Well,6530,725,Slickwater,4286,68,13,90.3,8653,C&J Frac,5641030,451420,3165370,2024420,204491,718,2
Q18AM4BCDC,15753,61329,9264231100000000BAR0021H1,Baring,Tilden West,"Carver 3H,4H,5H",6544,775,Slickwater,4590,62,15,78,8599,Frac Tech II,6681680,574740,4067380,2039560,216997,936,3
Q18AM4CCDC,18515,59445,9264231100000000BAR0027H1,Baring,Tilden West,"Baring 7H, 8H & 9H",6423,400,Short Slickwater,5670,63,19,75.7,9162,Frac Tech II,8428490,725710,5149380,2475680,209367,1166,8
Q18AM4FCDC,9195,28974,9264231100000000BAR0003H1,Baring,Tilden West,Single Well,6418,675,Hybrid,4972,70,18,82,8261,C&J Frac,6495770,550440,3447910,2497420,143446,863,1
Q18AM4GCDC,14265,58548,9264231100000000BAR0022H1,Baring,Tilden West,"Carver 3H,4H,5H",6542,600,Slickwater,4664,63,15,78.9,8570,Frac Tech II,6632790,575930,4055420,2001440,221344,947,4
Q18AM4HDDC,13956,47968,9264231100000000BAR0029H1,Baring,Tilden West,"Baring 7H, 8H & 9H",6431,362,Short Slickwater,5876,66,18,75.2,9155,Frac Tech II,8350770,687000,4834380,2465640,190821,1141,9
Q18AM4KDDC,5438,24713,9264231100000000BAR0018H1,Baring,Tilden West,"Edwards Unit 2H,3H,4H",6411,350,Short Slickwater,4694,68,14,77.73,8703,Halliburton,5832000,522160,3473740,1836100,158722,0,2
Q18AM4LDDC,3101,16121,9264231100000000BAR0023H1,Baring,Tilden West,"Carver 3H,4H,5H",6519,575,Slickwater,4745,60,16,77.1,8712,Frac Tech II,7031760,647600,4314720,2069440,232515,884,5
Q18AM4MDDC,11267,37913,9264231100000000BAR0002H1,Baring,Tilden West,Single Well,6369,862,Slickwater,4759,71,17,83.9,8478,C&J Frac,6156220,504540,219365,2359940,219365,850,1
Q18AM4PDDC,13384,58517,9264231100000000BAR0016H1,Baring,Tilden West,"Edwards Unit 2H,3H,4H",6398,350,Short Slickwater,4738,64,15,78.33,8891.33,Halliburton,6542480,585620,3818140,2138720,175408,0,3
Q18AM4RDDC,3251,25337,9264231100000000BAR0019H1,Baring,Tilden West,Bek Unit 2H & 3H,6369,662,Short Slickwater,4349,63,14,83.5,8785,Halliburton,6005600,538080,3452460,2015060,198241,830,2
Q18AM4WDDC,2680,20690,9264231100000000BAR0020H1,Baring,Tilden West,Bek Unit 2H & 3H,6358,725,Short Slickwater,4516,61,15,84,8688,Halliburton,6412518,567550,3657020,2187948,210566,722,3
Q18AM50CRO,14283,52770,9264231100000000SAY0003H1,Saylee South,Tilden West,Monteith 1H & Sunflower 1H,6750,850,Slickwater,5879,71,20,74.9,8259,Frac Tech II,6879150,598380,3628040,2652730,259247,1054,1
Q18AM52CRO,13627,55571,9264231100000000BAR0017H1,Baring,Tilden West,"Edwards Unit 2H,3H,4H",6394,675,Short Slickwater,4763,69,14,77.88,8686,Halliburton,6043960,522780,3463640,2057540,156816,0,4
Q18AM55CRO,13579,46224,9264231100000000BAR0010H1,Baring,Tilden West,"Montgomery 1H,2H",6467,725,Slickwater,6932,70,20,75.9,8781,Frac Tech I,3985743,815120,547093,2623530,300682,3732,1
Q18AM57CRO,14031,45899,9264201300000000JSP0005H1,Jasper Pool,Tilden North,Single Well,4862,1000,Fernandez,6037,60,21,0,7128.86,Frac Tech II,9489580,759530,5225740,3504310,213875,1227.05,1
Q18AM5ACRO,17407,68597,9264231100000000BAR0011H1,Baring,Tilden West,"Montgomery 1H,2H",6486,462,Short Slickwater,6365,71,19,76.4,8739,Frac Tech I,8478380,787040,5149260,2542080,219433,1138,2
Q18AM5BCRO,4044,8069,9264231100000000RLP0002H1,Ralph-Edwards,Tilden West,Single Well,6747,1000,Slickwater,4692,70,17,75.2,8365,Halliburton,5670440,508040,338020,1824380,198635,977,1
Q18AM5CCRO,12444,46585,9264231100000000RLP0006H1,Ralph-Edwards,Tilden West,Franklin 1H & Thier 1H,6881,925,Short Slickwater,4625,67,14,81.3,8568,Weatherford,5742940,521520,3445540,1775880,200579,877,1
Q18AM5FCRO,15576,59787,9264231100000000BAR0012H1,Baring,Tilden West,"Montgomery Unit 3H,4H,5H",6487,400,Slickwater,6584,70,19,79.33,8518.65,C&J Frac,8350580,714580,4812740,2823260,240872,0,3
Q18AM5GCRO,5193,17230,9264231100000000RLP0013H1,Ralph-Edwards,Tilden West,Hayes 2H & Ketchbaw 4H,6814,1000,Slickwater,4764,69,14,79.75,7695.15,Frac Tech II,5663360,498560,3494140,1670660,194544,757,4
Q18AM5HDRO,4905,29241,9264231100000000RLP0009H1,Ralph-Edwards,Tilden West,Hayes 2H & Ketchbaw 4H,6907,1000,Slickwater,4423,66,13,81.26,8283.62,Frac Tech II,6893474,518920,3487654,2886900,192041,772.55,2
Q18AM5KDRO,13342,46837,9264231100000000BAR0013H1,Baring,Tilden West,"Montgomery Unit 3H,4H,5H",6496,400,Slickwater,6234,70,18,78.6,8555.12,C&J Frac,7850360,657680,4611160,2581520,224345,0,4
Q18AM5MDRO,6952,39401,9264231100000000RLP0001H1,Ralph-Edwards,Tilden West,Single Well,6802,1000,Slickwater,4349,69,16,76.4,9130,Halliburton,5519140,487340,3138240,1893560,180313,885,1
Q18AM5PDRO,15828,55038,9264231100000000BAR0028H1,Baring,Tilden West,"Montgomery Unit 3H,4H,5H",6462,687,Slickwater,4834,70,14,79.56,8308.43,C&J Frac,6051340,520600,3563000,1967740,169440,0,5
Q18AM5WDRO,3239,16258,9264201300000000JSP0003H1,Jasper Pool,Tilden North,Single Well,4744,1000,Slickwater,4727,75,16,81.7,5501,Frac Tech II,5623150,497400,3190790,1934960,189863,1381,1
Q18AM62CRO,11978,54662,9264201300000000JSP0008H1,Jasper Pool,Tilden North,Moos Unit A1H & B 1H,4976,775,Fernandez,6782,60,23,76.13,7212.91,Frac Tech I,11208360,881590,6240910,4085860,220017,1229.76,1
Q18AM65CRO,5487,20724,9264231100000000RLP0004H1,Ralph-Edwards,Tilden West,"Ralph 1H,RTH 1H",6824,950,Slickwater,4014,68,12,76.8,7551,Frac Tech II,5078034,455560,3257834,1364640,160691,900,1
Q18AM66CRO,7808,33893,9264231100000000BAR0009H1,Baring,Tilden West,Single Well,6493,700,Short Slickwater,5216,66,11,72.9,8888,Frac Tech I,5041060,528820,2994800,1517440,130114,673,1
Q18AM6BCRO,2487,18644,9264231100000000BAR0014H1,Baring,Tilden West,Single Well,6517,525,Slickwater,5108,69,12,76.7,8798,Frac Tech I,2432710,488160,326850,1617700,187124,755,2
Q18AM6FCRO,11417,56592,9264231100000000SAY0001H1,Saylee South,Tilden West,Single Well,6655,725,Short Slickwater,5114,72,18,82.8,8388,Frac Tech II,6270160,519900,3391800,2358460,167047,923,1
Q18AM6GCRO,14758,67126,9264231100000000BAR0015H1,Baring,Tilden West,Single Well,6499,725,Slickwater,5137,65,16,76.8,8705,Frac Tech I,7143520,655960,4327620,2159940,247922,1000,3
Q18AM6KDRO,14536,73107,9264231100000000SAY0006H1,Saylee South,Tilden West,"Saylee South 2H, 3H, 4H",6732,687,Slickwater,6026,64,19,76.7,8203,Frac Tech II,8413180,718760,5130600,2563820,269825,1214,2
Q18AM6LDRO,5584,15991,9264231100000000RLP0008H1,Ralph-Edwards,Tilden West,Ralph 1HR & RTH 1H,6740,1000,Short Slickwater,2810,72,7,73.6,8139,Frac Tech II,2710280,266220,1670840,773220,81068,607,0
Q18AM6MDRO,9059,45590,9264201300000000PNW0002H1,Pennington-Williams,Tilden West,Single Well,5939,700,Slickwater,5978,73,21,84.3,8436,Frac Tech I,7238220,641900,3734280,2862040,258946,1154,1
Q18AM6PDRO,17223,62021,9264231100000000SAY0005H1,Saylee South,Tilden West,"Saylee South 2H, 3H, 4H",6750,625,Short Slickwater,5634,64,18,77.2,8306,Frac Tech II,7973130,684020,4849130,2439980,192924,1049,3
Q18AM6QDRO,7750,34640,9264231100000000RLP0005H1,Ralph-Edwards,Tilden West,"Ralph 2H,3H",6519,1000,Slickwater,6112,65,18,74.68,8413.63,Frac Tech I,7976660,728380,5104700,2143580,285051,1020,2
Q18AM6RDRO,13310,52472,9264201300000000PNW0004H1,Pennington-Williams,Tilden West,"Pennington Unit 2H,3H",5905,700,Slickwater,7737,65,24,76.4,8642,Frac Tech I,9691900,857160,5961500,2873240,342599,1137,2
Q18AM6VDRO,6150,36539,9264231100000000RLP0007H1,Ralph-Edwards,Tilden West,"Ralph 2H,3H",6524,1000,Short Slickwater,5969,67,18,74.02,8253.5,Frac Tech I,7455148,684080,4670580,2100488,208104,1019,3
Q18AM6WDRO,18321,72124,9264201300000000PNW0006H1,Pennington-Williams,Tilden West,"Pennington Unit 2H,3H",5909,400,Slickwater,7184,63,23,77,8543,Frac Tech I,10115532,870560,6254580,2990392,348008,1084,3
Q18AM72CRO,19297,64522,9264231100000000SAY0007H1,Saylee South,Tilden West,"Saylee South 2H, 3H, 4H",6756,487,Slickwater,5058,64,16,78.2,8226,Frac Tech II,6946147,605520,4320887,2019740,223644,937,4
Q18AM77CRO,13517,44294,9264231100000000SAY0008H1,Saylee South,Tilden West,"Saylee South 5H,6H,7H,8H",6763,400,Slickwater,5374,68,16,74.44,8314.75,Frac Tech II,7077980,608680,4322220,2147080,223877,1078.36,5
Q18AM7CCRO,11821,34139,9264231100000000SAY0009H1,Saylee South,Tilden West,"Saylee South 5H,6H,7H,8H",6775,400,Slickwater,5034,68,15,74.92,8490.6,Frac Tech II,6613360,570600,4052480,1990280,221369,883.93,6
Q18AM7HDRO,11402,34224,9264231100000000SAY0010H1,Saylee South,Tilden West,"Saylee South 5H,6H,7H,8H",6784,400,Slickwater,5324,68,15,74.35,8442.4,Frac Tech II,6665580,570800,4049420,2045360,645230,878.07,7
